Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster,sample_type
85059,5A8jUZatix87xG0Zj6HSKG,The Cab,Symphony Soldier,Angel With a Shotgun,63,223092,False,0.5512690355329949,0.84,2,0.8214490501821947,1,0.0517098445595855,0.004728915662650602,0.0,0.179,0.3959798994974874,0.5096601088046283,4,punk-rock,,random
48649,4viQLOVTSwu9VZ4fX8tTBf,Eterna Inocencia;Bernabe Cantlon,No bien abran las flores,Cuando salgo a tocar,31,205134,False,0.49847715736040604,0.909,9,0.8387066940421359,0,0.05533678756476685,0.0018373493975903615,0.0,0.025,0.5015075376884421,0.616492447775422,4,hardcore,,random
81354,3rmo8F54jFF8OgYsqTxm5d,Ed Sheeran,=,Bad Habits,88,230746,False,0.8192893401015229,0.893,11,0.8469008379113256,0,0.03595854922279793,0.04528112449799197,2.79e-05,0.366,0.5396984924623115,0.5177711486941801,4,pop,,random
19322,4L6mJJhYx3PNhKhaXX4BCw,Lynyrd Skynyrd,Country Car Hits,Simple Life,1,197106,False,0.5573604060913706,0.891,6,0.8413702532230916,1,0.03637305699481866,0.014156626506024096,0.00323,0.0661,0.5105527638190954,0.460184409052808,4,country,,random
86611,3hyNFwOZD4Gn9OiTaVuXrd,Surf Curse,Magic Hour,Self Portrait,46,212080,False,0.5918781725888325,0.798,2,0.8339899746591939,1,0.02994818652849741,0.05130522088353414,0.00744,0.123,0.6552763819095477,0.6250061634041714,4,punk,,random
1219,2Fc99kfkQ1S2RilXcd6xIU,Money Chicha,Echo en Mexico,Quieren Efectos,24,167217,False,0.5614213197969543,0.773,5,0.7969406063296524,1,0.035544041450777206,0.17369477911646586,0.865,0.185,0.5999999999999999,0.3969930805515836,4,afrobeat,,random
12079,7EoyERNueJuFlQbyrRB0US,Karen Mok,我們在中場相遇,慢慢喜歡你,58,221447,False,0.6101522842639593,0.316,7,0.7395261084290549,1,0.03782383419689119,0.8795180722891567,2.64e-05,0.365,0.37688442211055273,0.5346465493154512,4,cantopop,,random
73655,4I3CCa5rzagw4Wh3LCuMrg,Joris Voorn;Yotto,Antigone (Yotto Remix),Antigone (Yotto Remix),10,242432,False,0.699492385786802,0.827,4,0.7618149196308011,1,0.04497409326424871,0.014357429718875502,0.839,0.396,0.1316582914572864,0.5054073599263679,4,minimal-techno,,random
47495,1lGJG7xbPfctagSQNv0t9A,Charlie Brown Jr.,Transpiração Contínua Prolongada - Edição Comemorativa,Charlie Brown Jr.,40,191982,False,0.715736040609137,0.953,1,0.8583134491241698,1,0.1544041450777202,0.03815261044176707,0.0,0.0586,0.636180904522613,0.44476357181598536,4,hard-rock,,random
106543,1B6ZqWY1tUiT6dhlt5rUqI,Eddie Meduza,Errol,Flickan i huset mittemot,39,169280,False,0.32588832487309644,0.477,7,0.7894123522557016,1,0.04466321243523316,0.6275100401606426,0.0,0.0878,0.5648241206030151,0.8031901779991124,4,swedish,,random
60629,5dRlinj7BiV8KTPtJuYl4J,Mavado,Gangsta For Life: The Symphony Of David Brooks,Me And My Dogs,21,236080,False,0.5482233502538071,0.713,0,0.825703346096221,1,0.2155440414507772,0.03945783132530121,0.0,0.0954,0.44422110552763816,0.5669797675985734,4,j-dance,,random
109673,4wL96O7QlsAKX9fwb2dxqa,Layton Giordani,New Generation,System Majority,46,272578,False,0.7086294416243654,0.916,2,0.7800529012448438,1,0.05088082901554405,0.0005421686746987952,0.924,0.102,0.1487437185929648,0.5260136745393882,4,techno,,random
27490,3nF0ad4eWU0Ibi8rXFIREM,Netsky;Jimmy Jams,2,Squad Up,18,224639,False,0.5208121827411167,0.961,7,0.85622329504467,1,0.11295336787564768,0.015261044176706828,2.13e-06,0.173,0.4552763819095477,0.3576993244909028,4,drum-and-bass,,random
51053,65c6VCikt7f5sAS1heoYQC,Bohemia;Sidhu Moose Wala,Same Beef,Same Beef,68,290360,False,0.7908629441624365,0.854,9,0.8244640511995264,1,0.2269430051813472,0.0463855421686747,0.0,0.21,0.3809045226130653,0.3779892510231251,4,hip-hop,,random
42857,66NRh7qjqbU0GaIuuK8NyP,Brutal Truth,Sounds of the Animal Kingdom / Kill Trend Suicide,K.A.P.,12,83240,False,0.1461928934010152,0.837,2,0.8598671919797273,1,0.08590673575129534,3.1224899598393574e-06,0.887,0.682,0.0307537688442211,0.38664677941587366,4,grindcore,,random
91649,5ftfVzSLIi5ZxYdNbRtf41,The Black Keys,Coffee Moment,Never Gonna Give You Up,0,218986,False,0.5654822335025381,0.665,6,0.8016758226513511,0,0.03398963730569949,0.32228915662650603,0.000281,0.0713,0.43919597989949744,0.31146968426934896,4,rock,,random
1574,6351i7WOJI5fYE74IJFksw,Afrocidade;Nildes Bomfim,Vivão,Canoeiro (vinheta),19,36006,False,0.581725888324873,0.92,11,0.7592068512661154,1,0.6321243523316062,0.7891566265060241,0.0,0.87,0.40201005025125625,0.453988133392502,4,afrobeat,,random
6405,0PPJv4XLFWwo1kbpm4ZnmI,Wormwood,Ghostlands: Wounds from a Bleeding Earth,The Universe Is Dying,19,308847,False,0.2365482233502538,0.964,7,0.7655328043208848,0,0.0877720207253886,2.108433734939759e-05,0.063,0.133,0.11959798994974873,0.44920533175550187,4,black-metal,,random
4577,1lP5gmOcL7PxGodcw6rX04,Alexis Ffrench,Dreamland,Dreamland,53,161258,False,0.23857868020304565,0.118,3,0.5421267780182379,1,0.03295336787564768,0.9839357429718876,0.888,0.125,0.185929648241206,0.6873839225547721,3,ambient,,random
44660,3ENHpbTuY72FukZbwGP6bc,Drowning Pool,Sinner,Tear Away,63,254200,False,0.6203045685279187,0.648,0,0.8314743909882913,1,0.04569948186528498,0.0005522088353413655,0.0028,0.0846,0.4592964824120603,0.5464186512828099,4,grunge,,random
73897,3zSE9jTN4IclVG3MOllnhT,Laurent Garnier,Shot in the Dark,Astral Dreams - Speakers Mix,18,372560,False,0.8355329949238578,0.938,9,0.7199933411020476,1,0.10051813471502592,0.02720883534136546,0.0848,0.112,0.40603015075376886,0.5499317916605032,4,minimal-techno,,random
97652,642WSldBQqArHKbhjJeKad,Só Pra Contrariar,Só Pra Contrariar,Interfone,47,251666,False,0.5644670050761421,0.671,2,0.7921314022529271,1,0.06424870466321245,0.7991967871485944,0.0,0.295,0.5798994974874371,0.49898509277977743,4,sertanejo,,random
12266,2d3DoAIDeUC58X3mzDRmDs,Jacky Cheung;高慧君,不後悔,你最珍貴,54,286840,False,0.5279187817258884,0.285,10,0.7172557941660654,1,0.027979274611398968,0.6887550200803214,0.0,0.0931,0.08020100502512562,0.38591949772364936,4,cantopop,,random
68775,730gfBUwEpyruhbSvDuytR,Natti Natasha;Becky G,NATTIVIDAD,Ram Pam Pam,65,200706,True,0.9228426395939086,0.785,5,0.8486950409707192,0,0.06601036269430054,0.248995983935743,3.55e-06,0.228,0.907537688442211,0.39850106010551745,4,latino,,random
17412,6pdFWoSqOdRs5SCpeVMh8n,Haezer,Exit,Dumb,44,98691,True,0.6243654822335025,0.361,1,0.7922423838854669,1,0.23316062176165805,0.001536144578313253,0.573,0.115,0.3889447236180904,0.8784001446345512,4,club,,random
113614,4maYtkkk0yegIvU6LrQM6e,Chris Tomlin,Always,History,39,199066,False,0.42131979695431465,0.693,9,0.8299021511939774,1,0.03295336787564768,0.02710843373493976,0.0,0.183,0.5748743718592964,0.6895863123120162,4,world-music,,random
115,5pq4v03P5PxMcnCagg4S3Z,Boyce Avenue,"Cover Sessions, Vol. 4",In Case You Didn’t Know,60,225165,False,0.6426395939086295,0.299,11,0.7719327451306808,1,0.03658031088082902,0.8363453815261044,0.0,0.109,0.342713567839196,0.6062694147231399,4,acoustic,,random
68426,6Q7Ftkc5TO3hguFRIHceM5,Alejo;Feid;ROBI,Esto me suena a Farra,Pantysito,0,240413,True,0.8426395939086293,0.739,7,0.8163808889628765,0,0.06497409326424872,0.13654618473895583,2.11e-06,0.162,0.6341708542713568,0.4026469766448071,4,latino,,random
16825,37Jc6IK91j87bVDijAgatF,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - A Classical Dawn,"12 Variations on a Minuet by J.C. Fischer in C, K.179: 4. Variation III",4,91664,False,0.30862944162436545,0.0925,0,0.4060632965244252,1,0.048082901554404145,0.995983935742972,0.91,0.14,0.900502512562814,0.6321187318179577,5,classical,,random
